Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_ph_upper,sn_ph_lower,sn_P,sn_DO,sn_CL,sn_FEC,sn_TDS,sn_NH3,sn_F,sn_SO4,vo_ph,vo_DO,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,Q_pH,sn_ph_eff,k_const,Wn_ph,WQI,year,month,Q_DO,Q_Cl,Q_FEC_COL,Q_TDS,Q_NH3_N,Q_F,Q_SO4
2020-05-26,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),8.16,7.3,4.06,0.3,1.0,0.58,550.0,6.0,4.0,5.27,0.005,60.0,15.3,138.21,0.446,71.53,182.3,0.00158,0.02635,0.002,0.03753,0.00909,0.00196,0.00947,2.265,65.04,21.87,252.0,0.15084,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,16.55550658780914,1601.1736195,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5620725944807237,0.5206908648269079,21.643399849377385,2020,5,67.08333333333334,27.642,30.0,36.666666666666664,1.1444312426347893,2.6939676997164064,4.467348145689331
2020-05-26,WW_57,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),5.26,7.6,0.962,0.3,1.0,0.336,414.0,82.0,10.0,7.73,0.005,1400.0,9.1,80.298,0.297,50.087,171.5,0.00151,0.04059,0.00173,0.18264,0.03153,0.00188,0.01,3.862,56.9,20.9,228.0,0.10281,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,15.685453485522945,1570.0943791000004,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5057915197645964,0.5019305065881988,34.98708655318804,2020,5,97.29166666666667,16.0596,700.0,27.6,1.7613695004928893,1.8934741049987447,3.190063009378491
2020-05-26,WW_59,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),6.7,7.4,2.497,0.3,1.0,0.415,474.0,21.0,4.0,5.87,0.005,460.0,14.1,111.926,0.376,61.165,171.3,0.00149,0.02964,0.008,0.09338,0.02681,0.00195,0.01069,4.537,59.11,20.36,231.0,0.13349,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,15.796443726122508,1550.8816817,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5420625100378937,0.5140208366792979,27.57862998689156,2020,5,82.29166666666667,22.3852,230.0,31.6,1.3059587905198942,2.380282590936658,3.943885644000511
2020-05-26,WW_43,41.69633889,-87.93630833,POINT (-87.93630833 41.69633889),5.06,7.2,2.039,0.3,1.021,0.443,412.0,24.0,4.0,6.06,0.006,590.0,6.9,94.781,0.316,52.763,153.9,0.00162,0.02963,0.00171,0.1198,0.03019,0.00173,0.00544,7.587,51.87,18.11,204.0,0.1104,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,14.772076056897317,1470.4534539500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5546565714981297,0.5182188571660432,33.561704323552604,2020,5,99.37499999999999,18.9562,295.0,27.466666666666665,1.0156056727603615,2.1391712226695083,3.5882128644239355
2020-05-26,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),3.78,7.3,3.125,0.458,1.09,0.438,446.0,8.0,4.0,6.8,0.005,610.0,3.4,122.539,0.332,54.424,153.0,0.00122,0.02589,0.00188,0.07163,0.0224,0.00228,0.00991,7.255,52.42,18.83,208.0,0.10682,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,14.927613625125272,1458.4860400500002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.546017294778724,0.5153390982595747,37.651246647205205,2020,5,112.70833333333334,24.5078,305.0,29.733333333333334,1.7471650304224453,2.224066139019015,3.731540687090445
2020-06-01,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),7.18,7.6,2.803,0.3,1.0,0.357,434.0,19.0,4.0,5.61,0.005,760.0,1.8,130.904,0.21,52.0,158.5,0.00148,0.03264,0.00225,0.06543,0.02265,0.00207,0.01,7.938,54.32,21.79,225.0,0.07706,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,15.573788519164037,1511.4273668,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.504699790818359,0.501566596939453,26.516206161945888,2020,6,77.29166666666667,26.180799999999998,380.0,28.933333333333334,1.7613695004928893,1.3484194917735552,3.4404564282896772
2020-06-01,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),7.18,7.6,2.803,0.3,1.0,0.357,434.0,19.0,4.0,5.61,0.005,760.0,1.8,130.904,0.21,52.0,158.5,0.00148,0.03264,0.00225,0.06543,0.02265,0.00207,0.01,7.938,54.32,21.79,225.0,0.07706,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,15.573788519164037,1511.4273668,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.504699790818359,0.501566596939453,26.516206161945888,2020,6,77.29166666666667,26.180799999999998,380.0,28.933333333333334,1.7613695004928893,1.3484194917735552,3.4404564282896772
2020-06-01,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.99,7.8,1.964,0.3,1.0,0.281,312.0,24.0,4.0,6.19,0.005,240.0,2.8,110.431,0.194,38.821,195.9,0.00193,0.03359,0.00204,0.05857,0.01278,0.00159,0.01,3.326,56.67,24.65,243.0,0.06662,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,16.233906739456934,1595.2599214500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4585620910933306,0.4861873636977769,24.49062911326647,2020,6,79.27083333333334,22.0862,120.0,20.8,2.4714124742848593,1.195029656838412,2.4335219281829588
2020-06-01,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),6.2,7.7,2.134,0.3,1.0,0.266,442.0,18.0,4.0,6.43,0.005,130.0,3.4,117.248,0.195,46.233,194.4,0.00186,0.03474,0.00225,0.06084,0.01793,0.00195,0.01,5.753,57.73,25.5,249.0,0.08138,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,16.448903416376172,1610.2850816,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4888401567492604,0.49628005224975347,26.961790590573997,2020,6,87.49999999999999,23.449600000000004,65.0,29.466666666666665,2.0774532212551167,1.1854893609859867,2.8711065219620795
2020-06-01,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),6.56,7.8,2.053,0.3,1.0,0.303,426.0,26.0,5.0,6.18,0.005,40.0,7.3,115.244,0.198,41.662,193.3,0.00181,0.03583,0.00191,0.05425,0.01477,0.0018,0.01,3.919,58.49,25.25,250.0,0.08077,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,16.484503208751494,1615.7631698,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4605739524177475,0.48685798413924913,25.111774770665985,2020,6,83.74999999999999,23.0488,20.0,28.4,2.4714124742848593,1.2011280988733912,2.5784719430853804
2020-06-01,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),5.18,7.2,3.077,0.3,1.0,0.372,386.0,6.0,4.0,6.05,0.005,390.0,2.9,110.064,0.355,51.309,144.6,0.00138,0.02268,0.00181,0.0587,0.02079,0.00259,0.00719,3.393,48.4,17.35,192.0,0.107,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,14.296828431919979,1413.0172888,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5491703312215948,0.5163901104071983,32.33399258066034,2020,6,98.125,22.0128,195.0,25.733333333333334,1.0156056727603615,2.4830681971912396,3.631165761855185
2020-06-08,WW_112,42.04098056,-87.70971944,POINT (-87.70971944 42.04098056),8.61,7.8,0.32,0.3,1.0,0.15,176.0,7.0,4.0,5.0,0.005,30.0,3.2,16.52,0.11,24.497,108.6,0.002,0.02192,0.002,0.01217,0.00242,0.002,0.01,4.156,34.75,11.99,136.0,0.0195,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,11.870196542265804,1056.077594,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4112893451167734,0.47042978170559113,18.138537049478394,2020,6,62.395833333333336,3.304,15.0,11.733333333333333,2.4714124742848593,0.9266906374155369,2.31962122283223
2020-06-08,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.41,7.8,6.974,0.3,1.0,1.234,408.0,5.0,4.0,5.0,0.005,180.0,1.6,96.063,0.37,40.474,134.2,0.002,0.0229,0.00246,0.02395,0.00359,0.00155,0.01471,2.873,52.37,18.92,209.0,0.09528,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,14.966282184637445,1487.1403358500002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.447450926900572,0.48248364230019064,19.935747669406677,2020,6,64.47916666666667,19.212600000000002,90.0,27.2,2.4714124742848593,2.472223865856256,2.7215992347397666
2020-06-08,WW_96,41.97428333,-87.70614444,POINT (-87.70614444 41.97428333),7.95,7.7,5.667,0.3,1.0,0.464,620.0,7.0,4.0,5.45,0.005,310.0,3.2,195.906,0.302,51.177,197.8,0.00178,0.03816,0.00305,0.04544,0.01901,0.00202,0.00529,2.782,60.0,29.56,272.0,0.0991,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,17.25176324884571,1618.1366227,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.495144834971082,0.4983816116570274,22.400813264837318,2020,6,69.27083333333334,39.181200000000004,155.0,41.333333333333336,2.0774532212551167,1.750545701583323,3.1627119293923878
2020-06-08,WW_73,41.93235833,-87.68288333,POINT (-87.68288333 41.93235833),8.28,7.3,8.081,0.3,1.0,1.238,460.0,5.0,4.0,5.0,0.005,160.0,1.3,116.287,0.383,43.296,138.3,0.002,0.02518,0.00236,0.02751,0.00861,0.00172,0.01168,1.742,54.2,20.23,219.0,0.10889,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,15.348381244391899,1503.7891966500001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5504689771385745,0.5168229923795248,21.461251027576953,2020,6,65.83333333333334,23.2574,80.0,30.666666666666668,1.1444312426347893,2.49537715998515,2.879126947876122
2020-06-08,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),5.54,7.2,4.034,0.308,1.069,0.523,472.0,5.0,4.0,5.0,0.005,20.0,2.4,124.252,0.385,62.614,157.4,0.00221,0.02363,0.00167,0.02347,0.02453,0.00244,0.00834,3.868,55.49,19.74,220.0,0.133,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,15.386144851926264,1499.8261434,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5612465994840856,0.5204155331613619,29.970300027701125,2020,6,94.37499999999999,24.850399999999997,10.0,31.466666666666665,1.0426884907006377,2.502251237754336,4.174750538622995
2020-06-08,WW_37,41.96484722,-87.69722778,POINT (-87.69722778 41.96484722),8.2,7.3,8.097,0.428,1.019,1.317,434.0,6.0,4.0,5.0,0.005,140.0,2.7,113.334,0.383,43.634,139.1,0.002,0.0254,0.00255,0.02842,0.00686,0.00168,0.0131,1.747,53.0,19.82,214.0,0.09222,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,15.15835982685764,1488.6848353000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.548491858747375,0.5161639529157916,21.646202731569353,2020,6,66.66666666666667,22.6668,70.0,28.933333333333334,1.6327219061589662,2.5266585855905013,2.9310434932459604
2020-06-15,WW_100,41.88750278,-87.63414167,POINT (-87.63414167 41.88750278),10.59,8.2,0.289,0.3,1.0,0.15,178.0,4.0,4.0,5.0,0.005,30.0,1.0,16.411,0.117,24.613,106.0,0.00124,0.02175,0.009,0.01228,0.00222,0.00168,0.01,0.619,32.87,11.54,130.0,0.02442,9.5,6.5,0.05,5,500,200,1500,5.727034268294239,11.584787367493194,1029.65914545,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.2454824181469168,0.41516080604897226,11.767076903170558,2020,6,41.770833333333336,3.2822000000000005,15.0,11.866666666666667,5.238313338909933,1.009945165919065,2.390402698675899
2020-06-15,WW_108,41.8459,-87.66064167,POINT (-87.66064167 41.8459),8.49,7.7,2.836,0.3,1.0,0.36,284.0,5.0,4.0,5.0,0.005,40.0,1.2,60.616,0.238,33.276,122.6,0.002,0.02419,0.00157,0.02515,0.00688,0.00178,0.0066,4.579,41.36,15.13,166.0,0.0619,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,13.217621931073534,1366.7618172000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4563742969152562,0.4854580989717521,19.148272721928024,2020,6,63.645833333333336,12.1232,20.0,18.933333333333334,2.0774532212551167,1.8006264760870614,2.434659761579415
2020-06-15,WW_99,41.83855,-87.66398333,POINT (-87.66398333 41.83855),9.35,7.7,2.258,0.3,1.182,0.295,310.0,12.0,6.0,5.0,0.005,150.0,42.5,68.272,0.251,33.15,128.2,0.00103,0.02406,0.002,0.03418,0.00391,0.00152,0.01,,42.14,15.36,168.0,0.06604,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,13.30328359379882,1366.6716024,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4574082134618747,0.4858027378206249,16.965758753691453,2020,6,54.6875,13.6544,75.0,20.666666666666668,2.0774532212551167,1.8867522309830402,2.4256009960099836
2020-06-15,WW_75,41.819575,-87.74331389,POINT (-87.74331389 41.819575),7.48,7.6,2.035,0.3,1.0,0.279,286.0,7.0,4.0,5.0,0.005,40.0,1.7,56.822,0.225,30.355,121.6,0.002,0.0242,0.002,0.0301,0.00873,0.00127,0.0051,6.594,40.6,14.55,161.0,0.05805,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,13.001363485874887,1352.4539249000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4763051766979296,0.49210172556597653,22.45010643335832,2020,6,74.16666666666666,11.364400000000002,20.0,19.066666666666666,1.7613695004928893,1.7305877206221292,2.2444387524879588
2020-06-15,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),6.99,7.3,4.856,0.3,1.0,0.827,388.0,7.0,4.0,5.0,0.005,3100.0,2.2,93.657,0.318,48.391,127.2,0.00135,0.01985,0.00123,0.03302,0.00931,0.00204,0.00965,4.116,46.0,16.46,183.0,0.0952,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,13.93134798869593,1396.3337381500003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5345792133249696,0.5115264044416565,36.62865814408735,2020,6,79.27083333333334,18.731399999999997,1550.0,25.866666666666667,1.1444312426347893,2.2826218988860894,3.465575505187831
2020-06-15,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),4.49,7.2,4.828,0.346,1.0,0.757,444.0,6.0,4.0,5.51,0.005,10.0,1.5,111.492,0.375,59.262,140.9,0.00171,0.02357,0.00186,0.03304,0.02045,0.0031,0.01159,4.864,50.32,18.36,201.0,0.13418,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,14.65449901657397,1443.8867014000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.55331474706833,0.51777158235611,33.192696666264716,2020,6,105.3125,22.2984,5.0,29.6,1.17133187591695,2.558941111367109,4.104338653617299
2020-06-15,WW_48,41.67955,-87.99958889,POINT (-87.99958889 41.67955),5.35,7.3,4.826,0.475,1.0,0.97,458.0,10.0,4.0,5.04,0.005,140.0,2.8,113.661,0.392,66.131,143.3,0.00177,0.02356,0.00123,0.02907,0.01877,0.00267,0.00979,8.285,52.13,18.88,208.0,0.13481,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,14.927613625125272,1466.8939499500002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5460266880829787,0.5153422293609929,30.819681573984973,2020,6,96.35416666666667,22.732200000000002,70.0,30.533333333333335,1.81201613417175,2.6260058026971502,4.508233195879914
2020-06-22,WW_86,41.63131944,-87.5391,POINT (-87.5391 41.63131944),4.78,7.4,3.847,0.521,1.0,0.197,494.0,7.0,4.0,5.97,0.005,530.0,6.4,105.034,0.478,83.452,166.9,0.00243,0.02802,0.002,0.09391,0.04231,0.0016,0.00816,7.82,62.87,21.52,246.0,0.13041,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,16.341706999346634,1611.1117503000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.547159510219687,0.5157198367398956,34.23591762811937,2020,6,102.29166666666667,21.006800000000002,265.0,32.93333333333333,2.2680150995362163,2.925031026557453,5.179777255330715
2020-06-22,WW_56,41.65033056,-87.61712222,POINT (-87.61712222 41.65033056),8.25,7.9,1.288,0.3,1.0,0.15,360.0,8.0,4.0,5.0,0.005,10.0,17.8,80.12,0.288,51.44,129.7,0.00161,0.02826,0.00108,0.03348,0.00228,0.00114,0.01,2.442,46.65,16.68,185.0,0.09711,9.5,6.5,0.05,5,500,200,1500,10.131037941324271,14.013268812234124,1416.314354,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4049411910365117,0.4683137303455039,19.309131397690415,2020,6,66.14583333333334,16.024,5.0,24.0,2.9611970830383223,2.0551950002455164,3.6319620608745167
2020-06-22,WW_76,41.65751389,-87.64114722,POINT (-87.64114722 41.65751389),6.84,7.3,3.734,0.3,1.0,0.597,450.0,5.0,4.0,5.0,0.005,40.0,8.8,97.918,0.357,77.585,136.9,0.00177,0.02263,0.00129,0.02964,0.01057,0.00219,0.00696,0.5,50.6,17.74,199.0,0.11851,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,14.575664798950477,1449.5815581000004,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5421506769038997,0.5140502256346332,25.509058388833665,2020,6,80.83333333333334,19.5836,20.0,30.0,1.1444312426347893,2.4492879393446656,5.352234206241725
2020-06-22,WW_57,41.65167778,-87.66059167,POINT (-87.66059167 41.65167778),4.92,7.7,4.745,0.3,1.34,1.136,900.0,22.0,5.0,7.09,0.005,14000.0,11.9,146.923,0.481,315.81,183.1,0.00293,0.04047,0.00181,0.04888,0.03304,0.0024,0.00922,0.777,75.68,29.85,312.0,0.1799,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,18.576932827789214,1807.7339728499999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5045924247214915,0.5015308082404971,83.59265624252352,2020,6,100.83333333333334,29.3846,7000.0,60.0,2.0774532212551167,2.5892325953855666,17.469937764244523
2020-06-22,WW_59,41.65534167,-87.73824167,POINT (-87.73824167 41.65534167),6.54,7.3,3.299,0.3,1.15,0.681,510.0,11.0,4.0,5.6,0.005,690.0,14.1,118.713,0.429,94.034,155.3,0.00229,0.02675,0.00112,0.03254,0.02278,0.00218,0.00791,0.5,57.69,20.95,230.0,0.13785,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,15.759521152618442,1540.87385335,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.554604563998405,0.5182015213328016,29.237708982721237,2020,6,83.95833333333333,23.7426,345.0,34.0,1.1444312426347893,2.7221639277328022,6.102641030319357
2020-06-22,WW_43,41.69633889,-87.93630833,POINT (-87.93630833 41.69633889),5.8,7.3,2.404,0.3,1.198,1.324,430.0,10.0,4.0,5.42,0.005,99.0,8.7,96.914,0.334,73.493,143.4,0.00225,0.023,0.00136,0.03135,0.02268,0.00241,0.00879,0.5,50.07,18.66,202.0,0.12287,9.5,6.5,0.05,5,500,200,1500,26.213894625012077,14.693780617249345,1461.2729963000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5434765373021562,0.5144921791007188,29.079877965239344,2020,6,91.66666666666669,19.3828,49.5,28.666666666666668,1.1444312426347893,2.273070550732942,5.029381928365686
2020-06-22,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),5.1,7.2,4.202,0.3,1.0,1.011,436.0,5.0,4.0,5.0,0.005,40.0,3.2,103.769,0.367,68.463,138.5,0.00163,0.01983,0.00171,0.02575,0.01271,0.00353,0.01087,1.374,49.79,18.34,200.0,0.11809,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,14.615127296775627,1447.6205685500001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5528756444769987,0.5176252148256663,31.309103229255694,2020,6,98.95833333333334,20.753800000000002,20.0,29.066666666666666,1.0156056727603615,2.511096841975281,4.7293470048284485
2020-06-29,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),4.17,7.2,3.166,0.335,1.0,0.628,360.0,9.0,4.0,5.0,0.005,190.0,1.2,85.145,0.312,51.516,112.7,0.00149,0.02139,0.0018,0.03436,0.01754,0.00221,0.00783,,41.9,14.48,164.0,0.0936,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,13.131483562040916,1336.3712277500001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5343196419658585,0.5114398806552861,34.48604209460537,2020,6,108.64583333333334,17.029,95.0,24.0,1.1340930012490704,2.375969162402153,3.854916877156628
2020-07-06,WW_109,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),0.11,7.7,4.805,0.3,1.0,1.1,534.0,6.0,4.0,9.21,0.005,460.0,1.5,163.589,0.262,61.939,161.4,0.00251,0.03312,0.00272,0.05407,0.02422,0.00343,0.00827,1.78,56.75,25.03,245.0,0.14908,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,16.30584120552547,1552.07703755,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4876072172350252,0.49586907241167505,47.11496183090093,2020,7,150.9375,32.7178,230.0,35.6,2.0774532212551167,1.6067861614598424,3.990716858859826
2020-07-06,WW_109,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),0.11,7.7,4.805,0.3,1.0,1.1,534.0,6.0,4.0,9.21,0.005,460.0,1.5,163.589,0.262,61.939,161.4,0.00251,0.03312,0.00272,0.05407,0.02422,0.00343,0.00827,1.78,56.75,25.03,245.0,0.14908,9.5,6.5,0.05,5,500,200,1500,14.440758373310166,16.30584120552547,1552.07703755,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4876072172350252,0.49586907241167505,47.11496183090093,2020,7,150.9375,32.7178,230.0,35.6,2.0774532212551167,1.6067861614598424,3.990716858859826
2020-07-06,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),4.89,7.8,3.747,0.3,1.0,0.537,508.0,14.0,4.0,6.6,0.005,140.0,4.5,137.334,0.294,52.476,179.3,0.00264,0.03825,0.00209,0.03878,0.01765,0.00271,0.00656,4.497,55.95,26.95,251.0,0.12097,9.5,6.5,0.05,5,500,200,1500,12.138807387334626,16.52003747223815,1598.4230353,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4608380377351795,0.48694601257839315,30.63385414035353,2020,7,101.14583333333334,27.4668,70.0,33.86666666666667,2.4714124742848593,1.779656980161611,3.282985720369767
2020-07-06,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),4.16,7.6,3.37,0.3,1.0,0.564,490.0,13.0,4.0,6.45,0.005,80.0,5.3,136.402,0.28,56.725,176.0,0.00312,0.03803,0.00231,0.0397,0.02907,0.00256,0.00683,4.609,54.37,27.36,248.0,0.11758,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,16.413237710370787,1588.5650859000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5122456048175046,0.5040818682725016,33.62619850816769,2020,7,108.75,27.280399999999997,40.0,32.666666666666664,1.7613695004928893,1.70594007678985,3.570832602547254
2020-07-06,WW_91,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),10.25,8.2,2.453,0.3,1.0,0.425,458.0,16.0,5.0,6.53,0.005,10.0,20.8,134.67,0.258,54.255,171.8,0.00261,0.03523,0.00237,0.02982,0.00539,0.00224,0.00588,2.161,52.29,25.89,237.0,0.11262,9.5,6.5,0.05,5,500,200,1500,5.727034268294239,16.01645067373041,1550.8231765,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.2842063300517748,0.4280687766839249,13.072216167344651,2020,7,45.31249999999999,26.933999999999997,5.0,30.533333333333335,5.238313338909933,1.6108437834055336,3.498464610417176
2020-07-06,WW_92,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),5.5,7.4,3.773,0.3,1.0,0.827,388.0,7.0,4.0,5.0,0.005,30.0,7.1,97.643,0.348,56.803,133.0,0.00218,0.02133,0.0023,0.02845,0.01221,0.0036,0.01181,2.97,49.58,17.75,197.0,0.14936,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,14.496464792677694,1442.6815968499998,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5285671258797193,0.5095223752932397,29.52398830265445,2020,7,94.79166666666667,19.528599999999997,15.0,25.866666666666667,1.3059587905198942,2.4005852804593997,3.9373206204352784
