Collect_dt,Sampling,Lat,Lon,geometry,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,sn_ph_upper,sn_ph_lower,sn_P,sn_DO,sn_CL,sn_FEC,sn_TDS,sn_NH3,sn_F,sn_SO4,vo_ph,vo_DO,vo_NH3_N,vo_Tot P,vo_TDS,vo_FEC_COL,vo_Cl,vo_F,vo_SO4,vo_As sol,vo_Ba tot,vo_Cu sol,vo_Fe sol,vo_Mn sol,vo_Ni sol,vo_Zn sol,vo_Hg LL,vo_Ca tot,vo_Mg tot,vo_Hardness,vo_B tot,vo_CN,Q_pH,sn_ph_eff,k_const,Wn_ph,WQI,year,month
2017-05-01,WW_113,,,,9.6,7.79,0.455,,1.0,0.14,374.0,54.0,12.0,5.4,,12000.0,3.3,146.0,0.1,16.9,113.0,0.02,0.0344,0.004,0.102,0.0127,0.005,0.0075,7.87,36.9231,13.4392,148.0,0.03,9.5,6.5,0.05,5,500,200,1500,12.355713720878692,12.42413586513225,1221.4553,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4219868039282308,0.47399560130941026,57.6723799776417,2017,5
2017-06-05,WW_113,,,,7.9,8.68,9.102,,1.44,2.31,588.0,12.0,4.0,7.1,,150.0,4.7,122.0,0.41,64.96,145.0,0.02,0.0261,0.004,0.05,0.0296,0.005,0.0228,4.05,69.1989,29.1356,293.0,0.166,9.5,6.5,0.05,5,500,200,1500,2.2862922797579954,17.957894554939152,1763.3135,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.9665175830349423,0.3221725276783141,14.050742801910939,2017,6
2017-07-10,WW_113,,,,6.6,8.1,0.205,,1.0,0.12,390.0,27.0,9.0,5.8,,30000.0,6.8,127.0,0.1,18.14,76.0,0.02,0.03,,0.05,0.0096,0.005,,4.11,30.5626,9.2798,115.0,0.042,9.5,6.5,0.05,5,500,200,1500,6.948317540274035,10.843448915640106,1121.30265,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.2852923065931965,0.42843076886439885,118.01719884111931,2017,7
2017-08-07,WW_113,,,,11.4,8.47,0.15,,1.0,0.1,366.0,4.0,4.0,4.6,,260.0,2.2,132.0,0.18,19.45,130.0,0.02,0.029,0.005,0.054,0.0107,0.005,,1.19,41.502,14.7084,164.0,0.081,9.5,6.5,0.05,5,500,200,1500,3.392415953219702,13.131483562040916,1291.9972,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.095647835845673,0.365215945281891,8.207810375444183,2017,8
2017-01-03,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.6,7.77,4.88,,1.04,0.46,736.0,14.0,4.0,4.5,,520.0,4.1,269.0,0.28,64.62,224.0,0.02,0.0399,0.004,0.05,0.0183,0.005,0.0098,3.779,82.8285,39.6052,370.0,0.085,9.5,6.5,0.05,5,500,200,1500,12.798398188320867,20.366435806710758,1899.77255,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4953012782971817,0.49843375943239393,11.602947765696554,2017,1
2017-02-06,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.6,7.48,5.728,,1.24,0.65,742.0,14.0,4.0,3.6,,570.0,5.2,230.0,0.32,76.78,218.0,0.02,0.0373,0.004,0.05,0.033,0.005,0.0129,3.71,79.512,38.2227,356.0,0.109,9.5,6.5,0.05,5,500,200,1500,20.490353775815773,19.947071832288728,1886.5846999999999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.561362688694843,0.5204542295649477,12.307535255171043,2017,2
2017-03-06,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),11.3,7.57,3.386,,1.0,0.33,644.0,27.0,5.0,3.6,,410.0,8.9,201.0,0.22,62.81,216.0,0.02,0.0375,0.004,0.05,0.0222,0.005,0.0071,4.91,73.4005,35.6309,330.0,0.078,9.5,6.5,0.05,5,500,200,1500,17.863179800571736,19.147560123862085,1820.96395,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5390387740718987,0.5130129246906329,12.421462790137015,2017,3
2017-04-03,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),7.2,7.42,1.647,,1.0,0.21,574.0,41.0,7.0,5.5,,650.0,6.6,182.0,0.13,46.29,190.0,0.02,0.0365,0.004,0.058,0.0102,0.005,0.0056,6.24,61.0508,29.3804,273.0,0.061,9.5,6.5,0.05,5,500,200,1500,22.34021649059953,17.285946102512074,1634.8865,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5522540302586676,0.5174180100862226,26.675821456096266,2017,4
2017-05-01,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),8.7,7.15,1.121,,1.04,0.25,382.0,46.0,8.0,4.5,,14000.0,9.4,113.0,0.1,32.37,138.0,0.02,0.0277,0.004,0.08,0.0122,0.005,0.0085,10.1,44.8919,20.122,195.0,0.052,9.5,6.5,0.05,5,500,200,1500,31.205763401760283,14.41689356079751,1420.9773500000001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5549386886866126,0.5183128962288709,73.70962931384182,2017,5
2017-06-05,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.4,7.52,5.145,,1.0,0.65,632.0,11.0,4.0,5.0,,140.0,2.7,168.0,0.32,74.7,211.0,0.02,0.0391,0.0068,0.05,0.0169,0.005,0.0181,3.16,72.9857,35.1822,327.0,0.161,9.5,6.5,0.05,5,500,200,1500,19.29905543850119,19.05346999969253,1841.476,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5483640930574516,0.5161213643524839,27.28058194389067,2017,6
2017-07-10,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),5.3,7.35,4.604,,1.23,0.74,552.0,29.0,6.0,8.8,,3700.0,2.0,128.0,0.31,52.38,186.0,0.02,0.0376,,0.05,0.0129,0.005,,4.9,58.656,28.3389,263.0,0.132,9.5,6.5,0.05,5,500,200,1500,24.577238692172077,16.9414724337445,1650.2252,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5592820855289233,0.5197606951763077,44.923954798934226,2017,7
2017-08-07,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),5.5,7.47,2.492,,1.0,0.41,412.0,21.0,4.0,6.7,,440.0,1.8,100.0,0.22,42.24,183.0,0.02,0.0322,0.004,0.075,0.0143,0.005,,4.17,52.9336,25.1882,236.0,0.102,9.5,6.5,0.05,5,500,200,1500,20.79366633251658,15.979962547886451,1580.0772,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5330303256355144,0.5110101085451715,30.974095066475464,2017,8
2017-09-05,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.0,7.22,5.408,,1.0,0.77,572.0,5.0,4.0,6.3,,150.0,1.7,147.0,0.41,,163.0,0.02,0.032,,,0.0135,0.005,,2.51,59.8103,27.107,261.0,0.184,9.5,6.5,0.05,5,500,200,1500,28.871461974327346,16.871858032017983,1625.07085,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.573509820668924,0.524503273556308,29.141276896067666,2017,9
2017-10-02,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),6.0,7.41,11.44,,1.02,1.37,762.0,8.0,4.0,5.5,,170.0,4.9,168.0,0.64,,162.0,0.02,0.0371,0.004,0.05,0.0094,0.0055,0.0215,3.24,67.642,31.0813,297.0,0.422,9.5,6.5,0.05,5,500,200,1500,22.655076245669626,18.089720281572927,1734.0700000000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.560069922157496,0.520023307385832,29.077066290660262,2017,10
2017-11-06,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),9.0,7.21,3.474,,1.0,0.39,464.0,9.0,4.0,5.2,,520.0,1.8,114.0,0.23,59.66,177.0,0.02,0.0305,0.004,0.054,0.0156,0.005,0.0093,2.92,63.3757,28.7244,277.0,0.138,9.5,6.5,0.05,5,500,200,1500,29.20521627520511,17.42210433123834,1713.6067000000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.579224055038058,0.5264080183460194,20.704726047136564,2017,11
2017-12-04,WW_22,41.82093333,-87.8109,POINT (-87.8109 41.82093333),9.5,7.25,7.176,,1.0,0.76,532.0,4.0,4.0,6.8,,140.0,1.7,154.0,0.34,79.35,220.0,0.02,0.0424,0.004,0.05,0.0204,0.005,,1.47,80.8566,35.7566,349.0,0.335,9.5,6.5,0.05,5,500,200,1500,27.871400983153563,19.73454228630292,1933.4991,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5921821558671814,0.5307273852890605,17.752304219547742,2017,12
2017-01-03,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.5,7.82,4.863,,1.05,0.42,740.0,12.0,4.0,5.0,,420.0,3.3,265.0,0.28,63.22,225.0,0.02,0.0364,0.004,0.05,0.018,0.005,0.0128,2.669,81.1256,39.0364,363.0,0.079,9.5,6.5,0.05,5,500,200,1500,11.71385203125538,20.157685091918747,1878.4993500000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.4781742581635404,0.49272475272118016,11.408434970387097,2017,1
2017-03-06,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),11.1,7.6,3.402,,1.0,0.33,648.0,22.0,5.0,3.5,,350.0,10.1,209.0,0.24,64.12,217.0,0.02,0.036,0.004,0.05,0.023,0.005,0.008,5.39,73.8814,34.6887,327.0,0.081,9.5,6.5,0.05,5,500,200,1500,17.03220135900219,19.05346999969253,1802.64695,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5319778904526846,0.5106592968175615,12.78764810069903,2017,3
2017-04-03,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),8.0,7.54,1.671,,1.0,0.19,614.0,47.0,8.0,5.2,,590.0,7.8,189.0,0.19,47.29,190.0,0.02,0.0371,0.004,0.05,0.0144,0.005,0.0063,2.87,63.4978,30.3954,284.0,0.053,9.5,6.5,0.05,5,500,200,1500,18.717318418999145,17.65822048980577,1667.63935,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5345497242704713,0.5115165747568238,23.61752336220289,2017,4
2017-05-01,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),7.0,7.43,1.095,,1.7,0.3,382.0,51.0,11.0,4.9,,39000.0,5.5,111.0,0.15,32.5,141.0,0.02,0.0264,0.004,0.072,0.0188,0.005,0.0089,9.27,44.6008,19.9111,193.0,0.103,9.5,6.5,0.05,5,500,200,1500,22.027118350531428,14.336945528808577,1415.7110500000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5224064564866282,0.5074688188288761,172.74640761161854,2017,5
2017-06-05,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),6.3,7.71,4.916,,1.0,0.57,664.0,15.0,4.0,5.2,,40.0,1.6,175.0,0.31,90.26,220.0,0.02,0.0398,0.004,0.05,0.0283,0.005,0.0094,2.74,76.1938,37.9237,346.0,0.171,9.5,6.5,0.05,5,500,200,1500,14.197325963998464,19.642857697427782,1902.8704500000001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5085904940224608,0.502863498007487,26.511990936420556,2017,6
2017-07-10,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),6.2,7.63,4.997,,1.12,0.71,548.0,17.0,4.0,6.9,,170.0,1.1,120.0,0.33,56.0,166.0,0.02,0.037,,0.05,0.0075,0.005,,2.71,59.8347,28.7086,268.0,0.144,9.5,6.5,0.05,5,500,200,1500,16.225353730365953,17.11444935638093,1675.7026,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.511352839535245,0.5037842798450817,27.373644737491034,2017,7
2017-08-07,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),5.7,7.56,2.679,,1.0,0.42,466.0,22.0,5.0,6.5,,240.0,1.9,124.0,0.23,101.43,216.0,0.02,0.0354,0.004,0.051,0.0259,0.005,,4.12,56.8121,26.9874,253.0,0.111,9.5,6.5,0.05,5,500,200,1500,18.145372099994166,16.590910932720963,1618.2114000000001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5220644482577799,0.5073548160859266,29.374944435796422,2017,8
2017-09-05,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),6.0,7.4,4.979,,1.0,0.68,574.0,11.0,4.0,6.0,,30.0,2.0,150.0,0.41,,172.0,0.02,0.0336,,,0.0252,0.005,,2.6,59.4598,27.3848,261.0,0.188,9.5,6.5,0.05,5,500,200,1500,22.97162836819467,16.871858032017983,1622.2296999999999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5517861531067787,0.5172620510355929,28.275420532310214,2017,9
2017-10-02,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),6.0,7.53,9.529,,1.0,1.15,740.0,25.0,10.0,5.3,,50.0,3.2,161.0,0.66,,161.0,0.02,0.0335,0.004,0.05,0.0383,0.0054,0.0178,3.82,61.4238,27.5616,267.0,0.369,9.5,6.5,0.05,5,500,200,1500,19.00698599550235,17.07997367971523,1633.2933500000001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5319270594038057,0.5106423531346019,28.134140141877978,2017,10
2017-11-06,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),8.2,7.33,3.49,,1.0,0.43,380.0,15.0,4.0,5.2,,770.0,1.6,109.0,0.22,63.92,165.0,0.02,0.0285,0.004,0.053,0.0193,0.005,0.0097,3.7,60.3073,28.1456,266.0,0.154,9.5,6.5,0.05,5,500,200,1500,25.22873143419767,17.045438477779445,1678.95975,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5627449686602708,0.5209149895534236,24.06128583342525,2017,11
2017-12-04,WW_23,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),10.8,7.63,7.099,,1.0,0.72,540.0,5.0,4.0,5.0,,70.0,0.5,151.0,0.33,86.07,221.0,0.02,0.0356,0.004,0.05,0.0171,0.005,,1.84,79.9736,35.1998,345.0,0.304,9.5,6.5,0.05,5,500,200,1500,16.225353730365953,19.612214865847932,1922.01945,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5287227371999879,0.5095742457333293,12.63365714423246,2017,12
2017-01-09,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),6.6,7.17,9.858,,6.35,2.57,466.0,8.0,5.0,5.1,,5900.0,0.3,129.0,0.61,49.62,146.0,0.02,0.02,0.004,0.05,0.0182,0.005,0.0342,4.928,58.4296,23.1812,241.0,0.154,9.5,6.5,0.05,5,500,200,1500,30.539879834361642,16.161699052324707,1570.51375,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5716956766253605,0.5238985588751202,49.861301271802084,2017,1
2017-02-14,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.5,7.27,9.947,,2.64,1.94,550.0,5.0,4.0,4.0,,4200.0,0.3,157.0,0.61,56.34,156.0,0.02,0.022,0.004,0.05,0.0131,0.005,0.0305,2.02,63.9982,25.6259,265.0,0.161,9.5,6.5,0.05,5,500,200,1500,27.20657438519245,17.01084342343697,1629.92115,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5694758757923437,0.5231586252641146,36.896027010432526,2017,2
2017-03-13,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.0,7.53,9.722,,4.56,2.01,534.0,6.0,5.0,3.7,,100.0,1.2,151.0,0.56,57.35,170.0,0.02,0.0222,0.004,0.05,0.0022,0.005,0.005,37.1,62.8959,25.51,262.0,0.149,9.5,6.5,0.05,5,500,200,1500,19.00698599550235,16.90669582876002,1624.8628500000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.530512682415142,0.5101708941383807,21.859121635422863,2017,3
2017-04-10,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.7,7.31,8.271,,2.0,0.84,658.0,7.0,4.0,4.1,,100.0,0.7,,0.53,62.33,218.0,0.02,0.0272,0.004,0.05,0.0085,0.005,0.0247,2.22,81.5485,34.6023,346.0,0.157,9.5,6.5,0.05,5,500,200,1500,25.88455974408085,19.642857697427782,,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5859367775808195,0.5286455925269399,20.154517667937867,2017,4
2017-05-08,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.5,7.09,9.094,,2.23,1.47,614.0,6.0,4.0,4.4,,210.0,3.4,174.0,0.52,60.69,200.0,0.02,0.0233,0.004,0.05,0.0144,0.005,0.024,1.83,69.7098,27.0594,285.0,0.177,9.5,6.5,0.05,5,500,200,1500,33.18925008234295,17.691731523260156,1685.4253,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.591730286740548,0.5305767622468494,21.485962175673073,2017,5
2017-06-12,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.6,7.28,7.224,,2.79,1.71,450.0,9.0,4.0,4.2,,490.0,2.0,107.0,0.53,45.58,137.0,0.02,0.0193,,0.05,0.0187,0.005,,2.21,54.7608,20.7898,222.0,0.137,9.5,6.5,0.05,5,500,200,1500,26.874986993478412,15.461435645776351,1523.3250500000001,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5538981393670837,0.5179660464556946,25.009684327341557,2017,6
2017-07-17,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.1,7.08,5.914,,1.24,1.03,348.0,9.0,4.0,4.0,,220.0,1.6,88.0,0.34,38.52,147.0,0.02,0.0225,0.004,0.05,0.0104,0.005,0.0174,3.03,49.7941,19.0125,203.0,0.109,9.5,6.5,0.05,5,500,200,1500,33.5168701036807,14.732972749688434,1473.2952000000002,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5639920572684467,0.5213306857561489,25.62457045213939,2017,7
2017-08-14,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),6.8,7.17,8.09,,1.48,1.77,382.0,,,3.8,,260.0,1.3,88.0,0.68,40.44,128.0,0.02,0.0176,0.004,0.05,0.0075,0.005,0.0214,2.18,49.9258,18.8999,202.0,0.121,9.5,6.5,0.05,5,500,200,1500,30.539879834361642,14.693780617249345,1469.715,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.556467521621956,0.5188225072073186,26.878637769606627,2017,8
2017-09-11,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.3,7.21,4.502,,1.35,1.35,304.0,9.0,4.0,4.2,,250.0,1.4,58.0,0.44,,115.0,,0.02,,0.05,0.0095,0.005,,1.83,43.5543,16.3279,176.0,0.114,9.5,6.5,0.05,5,500,200,1500,29.20521627520511,13.641324992927256,1405.0413000000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5402177576435938,0.5134059192145313,24.807508963551715,2017,9
2017-10-09,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),7.2,7.16,8.859,,1.36,1.74,406.0,4.0,4.0,4.5,,10.0,1.2,88.0,0.39,41.1,98.0,0.02,0.0194,0.0048,0.05,0.02,0.005,0.0341,2.58,50.2751,18.2927,201.0,0.162,9.5,6.5,0.05,5,500,200,1500,30.8730156181438,14.65449901657397,1466.1348,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.556877626108633,0.5189592087028777,24.40939063018381,2017,10
2017-11-13,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),6.9,7.02,6.875,,1.0,1.16,556.0,8.0,4.0,5.1,,270.0,0.9,158.0,0.44,47.63,135.0,0.02,0.0207,0.004,0.05,0.0273,0.005,0.0303,1.74,56.2534,21.5513,229.0,0.161,9.5,6.5,0.05,5,500,200,1500,35.45737509372031,15.722524563273058,1500.0869,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5786004355240317,0.5262001451746773,26.812038318339084,2017,11
2017-12-11,WW_36,42.01193611,-87.71043611,POINT (-87.71043611 42.01193611),8.2,6.92,8.989,,1.99,1.87,438.0,7.0,4.0,4.8,,10000.0,1.4,116.0,0.6,54.52,140.0,0.02,0.0222,0.004,0.05,0.0896,0.005,,3.57,56.3867,21.3337,229.0,0.165,9.5,6.5,0.05,5,500,200,1500,38.561758378475325,15.722524563273058,1539.863,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5843219228376728,0.5281073076125576,61.224884789212574,2017,12
2017-01-17,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),8.1,7.23,4.455,,1.96,0.8,596.0,15.0,11.0,4.0,,13000.0,3.6,245.0,0.34,44.46,124.0,0.02,0.0271,0.004,0.05,0.0235,0.005,0.0214,31.68,52.1153,20.0797,213.0,0.073,9.5,6.5,0.05,5,500,200,1500,28.537849183684035,15.120111048493921,1360.4103499999999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5554195942171865,0.5184731980723954,72.04280132322512,2017,1
2017-02-21,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),7.5,7.2,9.003,,1.52,1.94,606.0,4.0,4.0,4.0,,1300.0,8.7,169.0,0.58,83.18,154.0,0.02,0.0151,0.004,0.05,0.0219,0.005,0.0258,2.13,65.5501,25.8619,270.0,0.179,9.5,6.5,0.05,5,500,200,1500,29.539023663053808,17.183223427482076,1636.45755,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5781311499068293,0.5260437166356098,28.936204010356786,2017,2
2017-03-20,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),6.2,7.16,6.981,,2.84,0.63,698.0,7.0,4.0,3.7,,3800.0,4.4,242.0,0.54,75.24,199.0,0.02,0.0223,0.004,0.051,0.0303,0.005,0.0188,2.61,72.4542,29.6416,303.0,0.148,9.5,6.5,0.05,5,500,200,1500,30.8730156181438,18.285935204905936,1685.4695,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5906573907282069,0.5302191302427356,43.41216724437932,2017,3
2017-04-17,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),6.6,7.26,5.389,,1.07,0.27,570.0,6.0,4.0,3.8,,2600.0,3.0,160.0,0.28,59.48,189.0,0.02,0.0213,0.004,0.05,0.0135,0.005,0.014,2.13,64.0859,26.9484,271.0,0.137,9.5,6.5,0.05,5,500,200,1500,27.538741297361938,17.21752246133941,1648.5612,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.572328439681346,0.524109479893782,36.71802281287058,2017,4
2017-05-15,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),5.8,6.88,4.975,,1.6,0.36,514.0,5.0,4.0,4.0,,2500.0,2.8,139.0,0.39,59.44,170.0,0.02,0.0192,0.004,0.05,0.0851,0.005,0.0153,1.39,59.3966,22.755,242.0,0.157,9.5,6.5,0.05,5,500,200,1500,39.74579074655666,16.19783725432792,1564.62345,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5909996122045809,0.5303332040681936,39.477236188445204,2017,5
2017-06-19,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),4.7,7.17,3.156,,2.26,0.26,362.0,4.0,4.0,5.3,,5800.0,1.3,91.0,0.32,43.62,123.0,0.02,0.0159,0.004,0.05,0.0374,0.005,,2.23,43.6732,15.416,173.0,0.106,9.5,6.5,0.05,5,500,200,1500,30.539879834361642,13.515405825884327,1363.0480499999999,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.542097661905372,0.5140325539684573,54.52089311635825,2017,6
2017-07-24,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),3.8,7.04,2.56,,1.1,0.42,416.0,7.0,4.0,4.0,,7600.0,3.3,70.0,0.23,32.5,132.0,0.02,0.0185,0.004,0.063,0.0161,0.005,0.0106,4.47,41.1315,15.2621,166.0,0.09,9.5,6.5,0.05,5,500,200,1500,34.81586803164783,13.217621931073534,1357.8747000000003,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5477107652801667,0.5159035884267222,64.50843244520784,2017,7
2017-08-21,WW_41,41.80121111,-87.80188889,POINT (-87.80188889 41.80121111),6.0,7.19,5.364,,1.07,0.51,424.0,7.0,4.0,3.4,,7000.0,2.1,91.0,0.47,70.1,126.0,0.02,0.0172,0.0135,0.05,0.012,0.005,,4.1,49.1351,17.897,196.0,0.114,9.5,6.5,0.05,5,500,200,1500,29.872795658337722,14.456725925064342,1445.39265,7.0,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.5519778756677454,0.5173259585559151,55.405843297690936,2017,8
